品名,户型,价格,用户点评,品名链接,详情链接,户型链接,点评链接,看房团链接,物业类别,项目特色,建筑类别,装修状况,产权年限,环线位置,销售状态,楼盘优惠,开盘时间,交房时间,售楼地址,咨询电话,占地面积,建筑面积,容积率,绿化率,停车位,楼栋总数,总户数,物业公司,物业费
凯迪迪美逊,3室2厅1厨2卫 200.00㎡(建面)|,待定,4.28,http://kaididimeixun.fang.com/,http://kaididimeixun.fang.com/house/1210894414/housedetail.htm,http://kaididimeixun.fang.com/photo/list_900_1210894414.htm,http://kaididimeixun.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,公园地产,板楼高层,暂无,70年,内环以内,待售,暂无,待定[开盘时间详情],待定,上海市卢湾区龙华东路809号,400-890-0000转664066,22761平方米,88086平方米,3.9,35%,暂无资料,3栋,197户,暂无资料,暂无资料
滨江凯旋门,3室2厅1厨2卫 280.00㎡(建面)|4室2厅1厨4卫 308.00㎡(建面)|5室2厅1厨3卫 180.00㎡(建面)|5室3厅1厨4卫 450.00㎡(建面)|,待定,4.44,http://binjiangkaixuanmen.fang.com/,http://binjiangkaixuanmen.fang.com/house/1210730818/housedetail.htm,http://binjiangkaixuanmen.fang.com/photo/list_900_1210730818.htm,http://binjiangkaixuanmen.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,大平层",品牌地产地铁沿线,板楼高层,非毛坯,项目:70年,内环以内,待售,暂无,2012年3月23日一期已开盘[开盘时间详情],待定,上海市浦东新区世纪大道8号国金二期18楼,400-890-0000转672931,60000平方米,156000平方米,2.4,35%,滨江凯旋门车位配比为1:1,5栋,195户,启胜物业管理有限公司,14.80元/㎡·月
远香湖九号,4室3厅1厨2卫 247.00㎡(建面)|4室3厅1厨2卫 247.00㎡(建面)|3室2厅1厨3卫 223.00㎡(建面)|3室2厅1厨3卫 223.00㎡(建面)|3室2厅1厨3卫 224.00㎡(建面)|3室2厅1厨3卫 224.00㎡(建面)|3室2厅1厨3卫 229.00㎡(建面)|3室2厅1厨3卫 229.00㎡(建面)|3室2厅1厨3卫 229.00㎡(建面)|5室2厅1厨3卫 206.00㎡(建面)|2室2厅1厨1卫 116.00㎡(建面)|2室2厅1厨1卫 132.00㎡(建面)|,均价约41500元/平方米,4,http://fenghelijingshangcheng.fang.com/,http://fenghelijingshangcheng.fang.com/house/1210843538/housedetail.htm,http://fenghelijingshangcheng.fang.com/photo/list_900_1210843538.htm,http://fenghelijingshangcheng.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,景观居所,联排叠拼,毛坯,联排:70年叠拼:70年,外环以外,在售,暂无,2011年1月15日1-26#等已开盘[开盘时间详情],2012-01-01日1-26#等已交房,嘉定区宝塔路99弄55号别墅（宝塔路与裕民南路交汇处）,400-890-0000转655346,54000平方米,41680平方米,0.78,35%,共403个停车位，车位配比1:1,29栋,403户,深圳市鼎太物业管理有限公司,3.20元/㎡·月
盛世荟庭,2室2厅1厨1卫 84.00㎡(建面)|3室2厅1厨1卫 94.00㎡(建面)|3室2厅1厨2卫 108.00㎡(建面)|3室2厅1厨2卫 116.00㎡(建面)|,待定,3.45,http://shengshihuiting.fang.com/,http://shengshihuiting.fang.com/house/1210125696/housedetail.htm,http://shengshihuiting.fang.com/photo/list_900_1210125696.htm,http://shengshihuiting.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产小户型,板楼小高层高层,毛坯[6套装修案例],70年,外环以外,待售,暂无,2018年1月15日一期已开盘[开盘时间详情],一期预计2019年下半年毛坯交房,上海市浦东新区惠南镇拱北路278弄,400-890-0000转807525,32166平方米,52000平方米,1.8,40.10%,车位数量651个，地上100个，地下551个,11栋,506户,浦房物业,暂无资料
御龙锦园,2室2厅1厨1卫 101.36㎡(建面)|2室2厅1厨1卫 78.00㎡(建面)|2室2厅1厨1卫 95.00㎡(建面)|2室2厅1厨1卫 99.00㎡(建面)|3室2厅1厨1卫 114.00㎡(建面)|3室2厅1厨2卫 129.00㎡(建面)|3室2厅1厨2卫 134.74㎡(建面)|,均价约22000元/平方米,3.75,http://yulongjinyuan.fang.com/,http://yulongjinyuan.fang.com/house/1211061838/housedetail.htm,http://yulongjinyuan.fang.com/photo/list_900_1211061838.htm,http://yulongjinyuan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产花园洋房,板楼小高层高层,毛坯[22套装修案例],项目70年70年,外环以外,在售,暂无,2016年9月29日288#已加推[开盘时间详情],297#、298#等2014-8-31已交房,金山区海丰路128号,400-890-0000转692655,49971平方米,93099平方米,1.86,39.20%,御龙锦园的停车位配比1:0.73,23栋,864户,上海海尚物业,1.40元/㎡·月
新城上坤樾山璟里,3室2厅1厨2卫 91.00㎡(建面)|3室2厅1厨3卫 119.00㎡(建面)|4室2厅1厨2卫 115.00㎡(建面)|4室2厅1厨3卫 130.00㎡(建面)|,待定,4.32,http://yueshanjinglixcsk.fang.com/,http://yueshanjinglixcsk.fang.com/house/1210125048/housedetail.htm,http://yueshanjinglixcsk.fang.com/photo/list_900_1210125048.htm,http://yueshanjinglixcsk.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产地铁沿线低密居所景观居所,板楼多层高层,"毛坯,非毛坯",叠拼:70年,外环以外,待售,暂无,待定[开盘时间详情],8-11#等预计2018年6月30日交付,松江洞塔路500弄（嘉松南路塘砖路路口、佘山站向南约800米）,400-890-0000转835098,333700平方米,630000平方米,0.85,35%,新城上坤樾山璟里停车位600个,48栋,496户,上海新城物业管理有限公司,3.50元/㎡·月
颐湾丽庭,4室3厅1厨3卫 207.00㎡(建面)|6室3厅1厨3卫 245.00㎡(建面)|4室3厅1厨3卫 292.00㎡(建面)|4室3厅0厨5卫 283.00㎡(建面)|4室3厅1厨3卫 219.00㎡(建面)|4室3厅1厨3卫 207.00㎡(建面)|4室3厅1厨3卫 207.00㎡(建面)|4室3厅1厨3卫 207.00㎡(建面)|4室3厅1厨3卫 219.00㎡(建面)|4室3厅1厨3卫 219.00㎡(建面)|4室3厅1厨3卫 219.00㎡(建面)|4室3厅1厨5卫 283.00㎡(建面)|,均价约36000元/平方米,4.13,http://yiwanliting.fang.com/,http://yiwanliting.fang.com/house/1211182860/housedetail.htm,http://yiwanliting.fang.com/photo/list_900_1211182860.htm,http://yiwanliting.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,联排,毛坯,联排:70年,外环以外,在售,暂无,2015年7月28日已加推[开盘时间详情],2015年9月15日已交房,上海市青浦区朱家角镇浦泰路张家圩路口,400-890-0000转813933,68860平方米,90375平方米,0.73,40%,颐湾丽庭机动停车位289个，地上停车位59个，地下停车位230个；按照规划设计建造了非机动车停车库。,48栋,201户,上海振新物业管理公司,3.00元/㎡·月
中海紫御别墅,5室5厅1厨5卫 359.37㎡(建面)|5室5厅1厨5卫 365.82㎡(建面)|,约140000元/平方米起,4.4,http://zhonghaiziyushijia.fang.com/,http://zhonghaiziyushijia.fang.com/house/1211107312/housedetail.htm,http://zhonghaiziyushijia.fang.com/photo/list_900_1211107312.htm,http://zhonghaiziyushijia.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产现房,独栋联排双拼,非毛坯,独栋:70年联排:70年双拼:70年,中内环间,在售,暂无,同普路689弄9-75#等已于2015年12月12日开盘[开盘时间详情],同普路689弄9-73#已于2017年7月1日交付,普陀区同普路688弄(近丹巴路),400-890-0000转820757,97000平方米,217000平方米,2.2,30%,中海紫御别墅共有244个停车位,120栋,120户,上海中海物业有限公司,4.35元/㎡·月
半岛君望,3室2厅2厨3卫 429.92㎡(建面)|4室2厅2厨4卫 324.54㎡(建面)|4室2厅2厨4卫 357.11㎡(建面)|4室2厅2厨4卫 384.00㎡(建面)|4室2厅2厨4卫 403.06㎡(建面)|4室2厅2厨4卫 428.84㎡(建面)|4室2厅2厨4卫 439.35㎡(建面)|,待定,3.54,http://bandaojunwang.fang.com/,http://bandaojunwang.fang.com/house/1211039976/housedetail.htm,http://bandaojunwang.fang.com/photo/list_900_1211039976.htm,http://bandaojunwang.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,低密居所特色别墅景观居所,独栋,毛坯,独栋:70年,外环以外,待售,暂无,2012年7月21日已开盘[开盘时间详情],2014-5-23,奉贤区八字桥路99弄(近环城东路),400-890-0000转672482,156676平方米,34497平方米,0.22,45.31%,规划建设机动停车位169个，其中地上停车位83个，地下停车位86个。,82栋,82户,上海紫泰物业管理有限公司,6.62元/㎡·月
大名城紫金九号,3室2厅1厨2卫 114.00㎡(建面)|3室2厅1厨2卫 141.00㎡(建面)|3室2厅1厨2卫 91.00㎡(建面)|3室2厅1厨2卫 113.00㎡(建面)|3室2厅1厨2卫 118.00㎡(建面)|3室2厅1厨2卫 129.00㎡(建面)|3室2厅1厨2卫 91.00㎡(建面)|3室2厅1厨2卫 92.00㎡(建面)|3室2厅1厨2卫 102.00㎡(建面)|3室2厅1厨2卫 104.00㎡(建面)|3室2厅1厨2卫 106.00㎡(建面)|3室2厅1厨2卫 113.00㎡(建面)|,待定,2.65,http://zijin9haodmc.fang.com/,http://zijin9haodmc.fang.com/house/1210124712/housedetail.htm,http://zijin9haodmc.fang.com/photo/list_900_1210124712.htm,http://zijin9haodmc.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,70年,外环以外,待售,暂无,预计2018年8月初开盘[开盘时间详情],预计2018年7月31日前交房,上海市浦东新区德淳路99弄,400-890-0000转832912,61248平方米,143543平方米,1.7,35%,共有1087个停车位，车位比为1:1.4,28栋,948户,英家皇道物业管理服务有限公司,6.00元/㎡·月
崇明三湘森林海尚,3室3厅1厨4卫 172.00㎡(建面)|3室3厅1厨3卫 187.00㎡(建面)|3室4厅1厨3卫 214.00㎡(建面)|3室4厅1厨3卫 263.00㎡(建面)|3室3厅1厨3卫 292.00㎡(建面)|4室3厅1厨4卫 263.00㎡(建面)|4室2厅1厨4卫 295.00㎡(建面)|4室3厅1厨5卫 274.00㎡(建面)|,约610万元/套起,3.95,http://senlinhaishangcmsx.fang.com/,http://senlinhaishangcmsx.fang.com/house/1211283922/housedetail.htm,http://senlinhaishangcmsx.fang.com/photo/list_900_1211283922.htm,http://senlinhaishangcmsx.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,联排双拼,毛坯,联排:70年双拼:70年,外环以外,在售,暂无,1#等88套已于2016年12月23日开盘[开盘时间详情],预计2018年3月底交房,上海崇明揽海路2500弄,400-890-0000转801719,200000平方米,100000平方米,0.51,35%,共800多个停车位，一户基本上2个车位。,121栋,456户,上海三湘物业管理有限公司,5.50元/㎡·月
运杰御澜雅苑,3室2厅1厨2卫 96.00㎡(建面)|3室2厅1厨2卫 96.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|,均价约43000元/平方米,4.52,http://yulanyayuanyj.fang.com/,http://yulanyayuanyj.fang.com/house/1210125718/housedetail.htm,http://yulanyayuanyj.fang.com/photo/list_900_1210125718.htm,http://yulanyayuanyj.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",地铁沿线花园洋房,板楼小高层高层,非毛坯,70年花园洋房:70年,外环以外,在售,暂无,2017年12月31日已开盘[开盘时间详情],预计2019年6月,青浦区青浦新城秀禾路368弄（秀禾路与崧古路交汇处）,400-890-0000转814277,28122平方米,76493平方米,2,35%,共548个停车位，其中地上51个，地下497个，车位配比为1:1.07,9栋,513户,暂无资料,暂无资料
金融家,2室2厅1厨1卫 88.00㎡(建面)|2室2厅1厨1卫 92.00㎡(建面)|2室2厅1厨1卫 100.00㎡(建面)|3室2厅1厨2卫 118.00㎡(建面)|3室2厅1厨2卫 122.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|3室2厅1厨2卫 125.00㎡(建面)|4室2厅1厨2卫 143.00㎡(建面)|,待定,3.65,http://jinrongjia.fang.com/,http://jinrongjia.fang.com/house/1211172464/housedetail.htm,http://jinrongjia.fang.com/photo/list_900_1211172464.htm,http://jinrongjia.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,小户型,板楼小高层,毛坯,70年,外环以外,待售,暂无,2016年12月3日已加推[开盘时间详情],二期45、107#等预计2018年6月30日,上海市浦东新区宏雅路27幢18号（近上丰路路口）,400-890-0000转829975,166000平方米,300000平方米,1.2,40%,停车位共764个，车位比1：1.12,49栋,1700户,上海上实物业管理有限公司,3.20元/㎡·月
世茂佘山里,7室2厅1厨8卫 283.00㎡(建面)|4室2厅1厨5卫 247.00㎡(建面)|1室0厅0厨1卫 283.00㎡(建面)|1室2厅0厨2卫 283.00㎡(建面)|2室0厅0厨0卫 245.00㎡(建面)|2室1厅0厨2卫 245.00㎡(建面)|2室0厅0厨2卫 283.00㎡(建面)|2室0厅0厨1卫 283.00㎡(建面)|4室3厅1厨3卫 214.05㎡(建面)|4室2厅1厨5卫 245.00㎡(建面)|4室2厅1厨5卫 245.00㎡(建面)|4室2厅1厨5卫 245.00㎡(建面)|,约1400万元/套起,3.76,http://sheshanlism.fang.com/,http://sheshanlism.fang.com/house/1211087402/housedetail.htm,http://sheshanlism.fang.com/photo/list_900_1211087402.htm,http://sheshanlism.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产低密居所特色别墅山景地产,联排双拼,"毛坯,非毛坯",联排:70年双拼:70年,外环以外,在售,暂无,2015-10-13加推201#等[开盘时间详情],2015年6月已交房,松江区佘山镇千新公路718弄,400-890-0000转629765,94000平方米,94000平方米,1,40%,世茂佘山里机动车车位：698个，非机动车车位：350个,348栋,348户,世茂物业,3.30元/㎡·月
碧桂园浦东南郡,2室2厅1厨1卫 90.00㎡(建面)|3室2厅1厨1卫 107.00㎡(建面)|3室2厅1厨1卫 116.00㎡(建面)|3室2厅1厨2卫 122.00㎡(建面)|3室2厅1厨2卫 123.00㎡(建面)|3室2厅1厨2卫 133.00㎡(建面)|3室2厅1厨2卫 133.00㎡(建面)|3室2厅1厨2卫 137.00㎡(建面)|3室2厅1厨2卫 137.00㎡(建面)|3室2厅1厨2卫 141.00㎡(建面)|3室2厅1厨2卫 141.00㎡(建面)|,待定,4.35,http://pudongnanjunbgy.fang.com/,http://pudongnanjunbgy.fang.com/house/1210126350/housedetail.htm,http://pudongnanjunbgy.fang.com/photo/list_900_1210126350.htm,http://pudongnanjunbgy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,花园洋房,品牌地产,板塔结合小高层高层,毛坯,花园洋房:70年,外环以外,待售,暂无,预计2018年6月首次开盘[开盘时间详情],待定,浦东新区惠南镇城南路555弄,400-890-0000转847143,19465平方米,64859平方米,2.88,37.56%,共352个（地上135个，地下217个）,5栋,398户,广东碧桂园物业服务股份有限公司上海浦东分公司,暂无资料
汤臣一品,4室2厅1厨4卫 434.00㎡(建面)|6室2厅1厨6卫 597.00㎡(建面)|,约200000元/平方米起,4.27,http://tangchenyipin.fang.com/,http://tangchenyipin.fang.com/house/1210071642/housedetail.htm,http://tangchenyipin.fang.com/photo/list_900_1210071642.htm,http://tangchenyipin.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,大平层,现房地铁沿线江景地产,塔楼超高层,非毛坯,大平层:70年,内环以内,在售,暂无,1#、2#、3#、5#已于2009年6月22日开盘[开盘时间详情],已于2009年6月交房,上海市浦东新区花园石桥路28弄,400-890-0000转655411,20066平方米,141894平方米,5.97,40%,汤臣一品有停车位429个,4栋,133户,"大峰物业公司,晶华物业公司",15.00元/㎡·月
中洲君廷,4室2厅1厨4卫 288.00㎡(建面)|3室2厅1厨2卫 160.00㎡(建面)|3室2厅1厨2卫 180.00㎡(建面)|4室2厅1厨3卫 200.00㎡(建面)|,均价约120000元/平方米,4.01,http://zhongxinjunting021.fang.com/,http://zhongxinjunting021.fang.com/house/1211093636/housedetail.htm,http://zhongxinjunting021.fang.com/photo/list_900_1211093636.htm,http://zhongxinjunting021.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,大平层",地铁沿线豪华居住区,板楼高层,非毛坯,70年大平层:70年,中内环间,在售,暂无,2016年4月23日已推出1-11#顶层房源[开盘时间详情],1#等2016年12月底已交付,徐汇区宛平南路1198号,400-890-0000转612961,33824平方米,120653平方米,2.5,35%,共有542个停车位，车位配比为：1：1.25,11栋,431户,高力国际,6.50元/㎡·月
中鹰黑森林,3室2厅1厨2卫 202.45㎡(建面)|3室2厅1厨2卫 231.84㎡(建面)|3室2厅1厨2卫 202.45㎡(建面)|3室2厅1厨2卫 203.70㎡(建面)|3室2厅1厨2卫 203.70㎡(建面)|3室2厅1厨2卫 204.61㎡(建面)|3室2厅1厨2卫 204.61㎡(建面)|3室2厅1厨2卫 231.84㎡(建面)|5室2厅1厨2卫 203.66㎡(建面)|5室2厅1厨2卫 203.66㎡(建面)|5室2厅1厨2卫 235.09㎡(建面)|5室2厅1厨2卫 235.09㎡(建面)|,均价约120000元/平方米,3.97,http://heisenlinzy.fang.com/,http://heisenlinzy.fang.com/house/1210100209/housedetail.htm,http://heisenlinzy.fang.com/photo/list_900_1210100209.htm,http://heisenlinzy.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,大平层",品牌地产,板塔结合高层,非毛坯,70年大平层:70年,中内环间,在售,暂无,"25#,27#,29#,31#,33#,36#,39#已于2014年9月30日开盘[开盘时间详情]",2016年12月31日交房,普陀区真华路399号(与新村路交叉口）,400-890-0000转651071,100000平方米,270000平方米,1.14,36.90%,中鹰黑森林车位比1:1.2。,38栋,1129户,上海中鹰物业有限公司,6.00元/㎡·月
上海高尔夫社区,4室2厅1厨2卫 162.00㎡(建面)|4室2厅1厨2卫 165.00㎡(建面)|4室3厅1厨3卫 287.00㎡(建面)|4室3厅1厨3卫 287.00㎡(建面)|6室5厅1厨7卫 319.00㎡(建面)|,约468万元/套起,4.04,http://shxthgefsq.fang.com/,http://shxthgefsq.fang.com/house/1210990254/housedetail.htm,http://shxthgefsq.fang.com/photo/list_900_1210990254.htm,http://shxthgefsq.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,品牌地产低密居所特色别墅,独栋联排,毛坯,项目:70年,外环以外,在售,暂无,2012年10月6日已开盘[开盘时间详情],82#、85#等2016年12月已交房,金山区金石北路6800弄1200号,400-890-0000转664278,132945平方米,134533平方米,0.72,40%,上海高尔夫新城每户一个停车位,60栋,3500户,上海中远物业发展有限公司,3.00元/㎡·月
云麓之城,2室2厅1厨1卫 75.00㎡(建面)|3室2厅1厨2卫 90.00㎡(建面)|3室2厅1厨2卫 105.00㎡(建面)|4室2厅1厨3卫 122.00㎡(建面)|4室2厅1厨3卫 124.00㎡(建面)|,待定,3.72,http://yunluzhicheng.fang.com/,http://yunluzhicheng.fang.com/house/1210126132/housedetail.htm,http://yunluzhicheng.fang.com/photo/list_900_1210126132.htm,http://yunluzhicheng.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,叠拼",品牌地产,板楼小高层,非毛坯,70年叠拼:70年,外环以外,待售,暂无,预计2018年6月开盘[开盘时间详情],预计2019年9月交房,上海市宝山区近沪太路罗新路,400-890-0000转844258,89155平方米,147546平方米,1.5,35%,共1095个停车位，车位配比1:1.17,23栋,932户,碧桂园物业管理有限公司,3.20元/㎡·月
上海长滩,2室2厅1厨1卫 86.00㎡(建面)|2室2厅1厨1卫 99.00㎡(建面)|3室2厅1厨2卫 127.00㎡(建面)|4室2厅1厨2卫 160.00㎡(建面)|4室3厅1厨2卫 167.00㎡(建面)|3室2厅1厨1卫 118.00㎡(建面)|4室2厅1厨3卫 244.00㎡(建面)|3室2厅1厨2卫 111.00㎡(建面)|3室2厅1厨2卫 114.00㎡(建面)|3室2厅1厨2卫 115.00㎡(建面)|3室2厅1厨2卫 120.00㎡(建面)|2室2厅1厨1卫 96.00㎡(建面)|,待定,3.66,http://shanghaichangtan.fang.com/,http://shanghaichangtan.fang.com/house/1211270602/housedetail.htm,http://shanghaichangtan.fang.com/photo/list_900_1211270602.htm,http://shanghaichangtan.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,海景地产,板楼小高层高层,非毛坯,70年,外环以外,待售,暂无,2017年7月9日1#等已开盘[开盘时间详情],待定,上海市宝山区牡丹江路1875号(近富锦路),400-890-0000转829758,776200平方米,1400000平方米,2.7,35%,共11000个停车位，车位配比1:2.6,18栋,4200户,上港瑞泰,暂无资料
上海星河湾,4室3厅1厨3卫 220.00㎡(建面)|4室2厅1厨4卫 220.00㎡(建面)|3室2厅1厨2卫 185.00㎡(建面)|4室2厅2厨4卫 248.00㎡(建面)|5室2厅2厨5卫 285.00㎡(建面)|5室2厅2厨5卫 316.00㎡(建面)|5室2厅2厨5卫 321.00㎡(建面)|5室2厅2厨5卫 373.00㎡(建面)|5室2厅2厨5卫 373.00㎡(建面)|6室3厅2厨6卫 495.00㎡(建面)|6室3厅2厨6卫 495.00㎡(建面)|7室3厅2厨5卫 528.00㎡(建面)|,均价约76000元/平方米,3.79,http://xinghewansh.fang.com/,http://xinghewansh.fang.com/house/1210892086/housedetail.htm,http://xinghewansh.fang.com/photo/list_900_1210892086.htm,http://xinghewansh.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,普通住宅,品牌地产,板楼高层,非毛坯,70年,外环以外,在售,暂无,2016年5月27日已加推3899弄16#等[开盘时间详情],2018年3月底3899弄16#等已交房,闵行区金都路2888号,400-890-0000转650904,714300平方米,653000平方米,1.4,35%,上海星河湾停车位配比1:2。,28栋,1433户,星河湾物业管理有限公司,4.50元/㎡·月
万科安亭新镇,1室2厅1厨1卫 83.00㎡(建面)|2室2厅1厨1卫 75.00㎡(建面)|2室2厅1厨2卫 113.00㎡(建面)|2室2厅1厨2卫 113.00㎡(建面)|2室2厅1厨2卫 125.00㎡(建面)|3室2厅1厨1卫 89.00㎡(建面)|3室2厅1厨2卫 95.00㎡(建面)|3室2厅1厨2卫 107.00㎡(建面)|3室2厅1厨2卫 110.00㎡(建面)|3室2厅1厨3卫 115.00㎡(建面)|3室2厅1厨2卫 135.00㎡(建面)|3室2厅1厨2卫 140.00㎡(建面)|,待定,4.21,http://bolinyingxiangatxz.fang.com/,http://bolinyingxiangatxz.fang.com/house/1211235634/housedetail.htm,http://bolinyingxiangatxz.fang.com/photo/list_900_1211235634.htm,http://bolinyingxiangatxz.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房,联排,叠拼",品牌地产国际化社区低密居所,板楼低层多层小高层,暂无,花园洋房:70年联排:70年70年叠拼:70年,外环以外,待售,暂无,2018-02-25[开盘时间详情],预计2019年6月底交房,上海市嘉定区安礼路228号,400-890-0000转825864,5000000平方米,1180000平方米,0.59,60%,共1005个停车位，车位配比1:1.21,182栋,1384户,上海国际汽车城物业管理有限公司,3.40元/㎡·月
祥和王宫,6室4厅1厨6卫 590.00㎡(建面)|6室3厅1厨3卫 590.00㎡(建面)|12室7厅1厨12卫 580.00㎡(建面)|6室7厅1厨6卫 583.00㎡(建面)|6室2厅1厨6卫 570.00㎡(建面)|8室5厅1厨9卫 573.00㎡(建面)|,均价约100000元/平方米,3.9,http://xianghewanggong.fang.com/,http://xianghewanggong.fang.com/house/1211126012/housedetail.htm,http://xianghewanggong.fang.com/photo/list_900_1211126012.htm,http://xianghewanggong.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,现房,独栋双拼,毛坯[12套装修案例],项目双拼:70年独栋:70年,中外环间,在售,暂无,2014年11月21日已开盘[开盘时间详情],2014年7月10日已交房,普陀区古浪路391弄（近中环线）,400-890-0000转674274,26826平方米,27631平方米,0.52,49%,共有58个停车位，车位配比为1:2.9,20栋,20户,祥泓物业,12.30元/㎡·月
安澜西郊,5室4厅1厨4卫 438.87㎡(建面)|5室4厅1厨4卫 620.09㎡(建面)|5室4厅1厨5卫 622.76㎡(建面)|5室4厅1厨5卫 705.40㎡(建面)|5室4厅1厨4卫 749.13㎡(建面)|5室4厅1厨5卫 1022.20㎡(建面)|4室4厅1厨4卫 503.20㎡(建面)|,约6300万元/套起,3.75,http://anlanxijiao.fang.com/,http://anlanxijiao.fang.com/house/1211189242/housedetail.htm,http://anlanxijiao.fang.com/photo/list_900_1211189242.htm,http://anlanxijiao.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,别墅,暂无,独栋,毛坯,独栋:70年,外环以外,在售,暂无,"2015年9月20日已开盘35#,37#等[开盘时间详情]",2016年12月底交房,上海市青浦区徐南路678弄,400-890-0000转815411,170000平方米,108000平方米,0.34,45%,暂无,100栋,100户,狮城怡安,3.00元/㎡·月
盛誉世家,3室2厅1厨2卫 105.00㎡(建面)|3室2厅1厨2卫 127.00㎡(建面)|3室2厅1厨2卫 139.00㎡(建面)|,约42000元/平方米起,4.25,http://shengyushijia.fang.com/,http://shengyushijia.fang.com/house/1210125826/housedetail.htm,http://shengyushijia.fang.com/photo/list_900_1210125826.htm,http://shengyushijia.fang.com/dianping/,|/house/kanfangtuan/detail_42624.htm?BehaviorID=146||/house/kanfangtuan/detail_42647.htm?BehaviorID=146|,"普通住宅,花园洋房",暂无,板楼小高层高层,非毛坯,70年花园洋房:70年,外环以外,在售,暂无,2017年7月7日已开盘[开盘时间详情],预计2019年6月交房,青浦区淀湖路555弄20号,400-890-0000转840309,20897平方米,37608平方米,1.8,35%,共409个停车位：地面5个；地下404个,7栋,312户,上海新城万嘉物业管理有限公司,3.50元/㎡·月
